STREET,CITY,REGION,ZIP,COUNTRY,LONGITUDE,LATITUDE
Avenida N,Fortaleza,CE,60349-720,BR,-38.48315,-3.85972
Rua José Teixeira Rego,Fortaleza,CE,60410-318,BR,-38.53863,-3.76276
Rua Mário de Andrade,Fortaleza,CE,60442-132,BR,-38.56181,-3.74973
Vila Macêdo,Fortaleza,CE,60442-616,BR,-38.54813,-3.75905
Travessa Armando Oliveira,Fortaleza,CE,60450-050,BR,-38.56731,-3.73681
Vila Nestor Gurgel,Fortaleza,CE,60455-190,BR,-38.54737,-3.735
Rua Padre Guerra,Fortaleza,CE,60455-365,BR,-38.56756,-3.74091
Rua Mozart Firmeza,Fortaleza,CE,60510-193,BR,-38.57003,-3.76846
Rua Monteiro Lobato,Fortaleza,CE,60511-620,BR,-38.57965,-3.75056
Rua 309,Fortaleza,CE,60530-600,BR,-38.44322,-3.76458
Rua 1076,Fortaleza,CE,60533-130,BR,-38.44322,-3.76458
Rua 1133,Fortaleza,CE,60533-400,BR,-38.44322,-3.76458
Avenida Ministro Albuquerque Lima,Fortaleza,CE,60533-692,BR,-38.61017,-3.76724
Travessa Beira Rio,Fortaleza,CE,60535-145,BR,-38.5953,-3.76516
Rua Luminosa,Fortaleza,CE,60540-552,BR,-38.60821,-3.7838
Vila Cáucaso,Fortaleza,CE,60541-527,BR,-38.54405,-3.71837
Rua Sideral,Fortaleza,CE,60541-640,BR,-38.58921,-3.78652
Vila Votorantim,Fortaleza,CE,60543-210,BR,-38.54405,-3.71837
Rua Geraldo Barbosa,Fortaleza,CE,60543-332,BR,-38.60519,-3.79088
Rua Nova Conquista,Fortaleza,CE,60543-352,BR,-38.6035,-3.79485
Rua Vinícius de Morais,Fortaleza,CE,60732-375,BR,-38.6321,-3.80597
Rua da Alegria,São Luís,MA,65082-547,BR,-44.27015,-2.55866
Rua São Francisco,São Luís,MA,65082-613,BR,-44.20051,-2.61534
Rua do Campo,São Luís,MA,65082-744,BR,-44.35624,-2.73466
Rua Um,São Luís,MA,65083-630,BR,-44.19375,-2.57874
Rua do Japão,São Luís,MA,65085-400,BR,-44.33557,-2.54791
Travessa Cinco de Maio,São Luís,MA,65090-004,BR,-44.23458,-2.55646
Travessa São José,São Luís,MA,65090-750,BR,-44.2352,-2.60026
Rua do Sol,São Luís,MA,65090-793,BR,-44.30503,-2.69091
Rua Quatro,São Luís,MA,65090-806,BR,-44.23781,-2.5201
Travessa São José,São Luís,MA,65091-145,BR,-44.2352,-2.60026
Travessa Três Nascentes,São Luís,MA,65091-810,BR,-44.24035,-2.52655
Rua Nova,São Luís,MA,65092-015,BR,-44.31745,-2.62661
Rua Campo do Veterano,São Luís,MA,65092-302,BR,-44.22058,-2.69187
Travessa do Posto,São Luís,MA,65092-664,BR,-44.29495,-2.67797
Travessa Deputado João Alberto,São Luís,MA,65095-110,BR,-44.25689,-2.61647
,Guimarães,MA,65255-000,BR,-44.60918,-2.13219
Rua Vinte e Quatro de Dezembro,Caxias,MA,65602-420,BR,-43.35021,-4.85106
Rua Raimundo Brandão,Caxias,MA,65604-780,BR,-43.37149,-4.87748
Avenida Volta Redonda,Caxias,MA,65606-730,BR,-43.35083,-4.88158
Rua Guiratinga,Cuiabá,MT,78055-454,BR,-56.05263,-15.56674
Rua Santos,Cuiabá,MT,78055-700,BR,-56.04967,-15.55025
Rua Pica-Pau,Cuiabá,MT,78058-295,BR,-56.03045,-15.6036
Alameda Sete,Cuiabá,MT,78058-472,BR,-56.0474,-15.56745
Rua Araçatuba,Cuiabá,MT,78058-671,BR,-56.11835,-15.60019
Rua São Miguel,Cuiabá,MT,78060-055,BR,-56.07531,-15.60169
Rua das Canelas,Cuiabá,MT,78061-316,BR,-56.06212,-15.59679
Rua Paraná,Cuiabá,MT,78065-340,BR,-56.08759,-15.61714
,,,,BR,-51.75714,-13.64723
Rua Cinco,Cuiabá,MT,78080-570,BR,-56.01762,-15.55576
Rua 4,Cuiabá,MT,78089-724,BR,-56.12423,-15.56411
Rua Dezesseis,Cuiabá,MT,78090-818,BR,-56.02624,-15.63319
Rua Cinqüenta,Cuiabá,MT,78093-392,BR,-55.9989,-15.61594
Rua Três,Cuiabá,MT,78093-565,BR,-55.97307,-15.65415
Rua Parecis,Cuiabá,MT,78095-030,BR,-56.03864,-15.58878
Rua W/Z,Cuiabá,MT,78098-525,BR,-56.09462,-15.59888
Rua Vitorina Virgília da Costa,Cuiabá,MT,78098-542,BR,-56.09462,-15.59888
Vila Carlos Alberto Soares Dias,Várzea Grande,MT,78110-434,BR,-56.1393,-15.65175
Rua das Oliveiras,Várzea Grande,MT,78115-385,BR,-56.10144,-15.63186
Rua Dona Leopoldina,Londrina,PR,86039-510,BR,-51.13842,-23.32051
Rua dos Tintureiros,Londrina,PR,86044-312,BR,-51.12798,-23.38386
Rua Zumbi dos Palmares,Londrina,PR,86044-342,BR,-51.13085,-23.38422
Praça Alvino Marco Pereira,Londrina,PR,86045-485,BR,-51.20776,-23.36272
Rua Pedro Vendrami Filho,Londrina,PR,86047-606,BR,-51.1829,-23.34747
Rua Júlio Munaretto,Londrina,PR,86047-660,BR,-51.17285,-23.3416
Rua Alfredo Fenner,Londrina,PR,86058-284,BR,-51.20671,-23.36452
Rua Takeo Hiraiwa,Londrina,PR,86065-064,BR,-51.19766,-23.29969
Avenida Rio Branco,Londrina,PR,86070-010,BR,-51.17346,-23.29679
Rua Imbaúba,Londrina,PR,86071-150,BR,-51.19424,-23.29501
Rua José Luis Pascual Pascual,Londrina,PR,86072-135,BR,-51.16543,-23.30997
Rua Natalina Marino César,Londrina,PR,86073-326,BR,-51.18937,-23.2752
Rua Francisco Alves Pinto,Londrina,PR,86073-350,BR,-51.19017,-23.27365
Rua Dei Loyola Soares,Londrina,PR,86082-750,BR,-51.16728,-23.25668
Rua Dolores Ribeiro Fagundes,Londrina,PR,86082-850,BR,-51.15968,-23.2584
Rua Ettore Pistori,Londrina,PR,86086-030,BR,-51.14013,-23.24711
Rua Ernesto Serra,Londrina,PR,86087-645,BR,-51.14849,-23.27617
Rua Serra da Cantareira,Cambé,PR,86183-830,BR,-51.26292,-23.27095
Rua Rio Miranda,Cambé,PR,86185-170,BR,-51.25017,-23.29032
Rua das Magnólias,Cambé,PR,86188-440,BR,-51.26231,-23.2954
Rua Willie Davids,Rolândia,PR,86600-304,BR,-51.34327,-23.32898
Rua José Gomes Júnior,Rolândia,PR,86605-648,BR,-51.38374,-23.33413
Quadra SHCES Quadra 1109 Bloco D,Brasília,DF,70658-194,BR,-47.9367,-15.79326
Quadra SHCES Quadra 1303 Bloco B,Brasília,DF,70658-332,BR,-47.93885,-15.79184
Quadra SQSW 103,Brasília,DF,70670-300,BR,-47.92966,-15.79818
Quadra CLSW 101,Brasília,DF,70670-500,BR,-47.88741,-15.80322
Quadra SQSW 302 Bloco A,Brasília,DF,70673-201,BR,-47.92966,-15.79818
Quadra QRSW 6 Bloco B-2,Brasília,DF,70675-622,BR,-47.93014,-15.77081
Quadra QMSW 5 Lote 4 Bloco A,Brasília,DF,70680-518,BR,-47.93013,-15.77109
Quadra CLNW 10/11 Lote A,Brasília,DF,70686-605,BR,-47.90946,-15.74327
Quadra SQNW 307,Brasília,DF,70686-800,BR,-47.91473,-15.74734
Quadra SHCGN 703 Bloco G,Brasília,DF,70730-707,BR,-47.87382,-15.76669
Quadra SHCGN 708 Bloco E,Brasília,DF,70740-765,BR,-47.87382,-15.76669
Quadra CLN 306 Bloco A,Brasília,DF,70745-510,BR,-47.87734,-15.78416
Quadra SQN 307,Brasília,DF,70746-000,BR,-47.88636,-15.74483
Quadra SHCGN 712 Bloco J,Brasília,DF,70760-710,BR,-47.87382,-15.76669
Quadra SHCGN 712 Bloco P,Brasília,DF,70760-716,BR,-47.87382,-15.76669
SHLN,Brasília,DF,70770-906,BR,-47.89475,-15.73639
Quadra CLN 315 Bloco B,Brasília,DF,70774-520,BR,-47.87734,-15.78416
Quadra SGAN 914 Módulo H,Brasília,DF,70790-148,BR,-47.86864,-15.78103
Quadra SQN 211 Bloco C,Brasília,DF,70863-030,BR,-47.88636,-15.74483
Quadra QI 3 Área Central,Brasília,DF,71020-211,BR,-47.92909,-15.77829
Quadra QE 13 Bloco A,Brasília,DF,71050-610,BR,-47.97884,-15.81422
Rua Vicente de Barros,Várzea Grande,MT,78115-722,BR,-56.15997,-15.7091
Rua Presidente Tancredo Neves,Várzea Grande,MT,78115-884,BR,-56.12277,-15.65678
Avenida Dom Orlando Chaves,Várzea Grande,MT,78116-130,BR,-56.10533,-15.63618
Rua Itália,Várzea Grande,MT,78117-045,BR,-56.13189,-15.6721
,,,,BR,-51.75714,-13.64723
Rua dos Cravos,Várzea Grande,MT,78117-306,BR,-56.08555,-15.64051
Rua Honório Rodrigues,Várzea Grande,MT,78118-184,BR,-56.12376,-15.66948
Rua Presidente Cerqueira Caldas,Várzea Grande,MT,78118-268,BR,-56.10212,-15.65643
Rua Porto Rico,Várzea Grande,MT,78118-476,BR,-56.08831,-15.64908
Rua Manoel Pinto,Várzea Grande,MT,78120-822,BR,-56.0917,-15.6711
Rua Siqueira Campos,Várzea Grande,MT,78130-435,BR,-56.14275,-15.66917
Rua Peru,Várzea Grande,MT,78130-462,BR,-56.13472,-15.67234
Rua Batista das Neves,Várzea Grande,MT,78130-663,BR,-56.1393,-15.65175
Rua Verbena,Várzea Grande,MT,78132-878,BR,-56.14023,-15.68888
Rua Presidente Campos Sales,Várzea Grande,MT,78134-146,BR,-56.12704,-15.66055
Rua da Lima,Várzea Grande,MT,78140-460,BR,-56.14986,-15.6381
Rua São Judas Tadeu,Várzea Grande,MT,78152-042,BR,-56.14539,-15.6507
Rua Mogno,Várzea Grande,MT,78158-339,BR,-56.1393,-15.65175
Rua Itália,Várzea Grande,MT,78158-378,BR,-56.17222,-15.62166
,Barão de Melgaço,MT,78192-000,BR,-55.96577,-16.19731
,Rosário Oeste,MT,78483-000,BR,-56.42431,-14.82721
4ª Travessa São Luís,Jaboatão dos Guararapes,PE,54325-144,BR,-34.93828,-8.15973
Travessa Lindo Amor,Jaboatão dos Guararapes,PE,54325-586,BR,-34.93627,-8.15637
Rua da Reverência,Jaboatão dos Guararapes,PE,54325-715,BR,-34.93533,-8.15544
Travessa Santo André,Jaboatão dos Guararapes,PE,54330-351,BR,-34.92782,-8.17113
1ª Travessa Marabá,Jaboatão dos Guararapes,PE,54340-091,BR,-34.95698,-8.20284
Rodovia Empresário João Santos Filho,Jaboatão dos Guararapes,PE,54353-000,BR,-34.94703,-8.17955
Rua Estrela do Norte,Jaboatão dos Guararapes,PE,54355-646,BR,-35.00691,-8.17371
Rua Jaqueira,Jaboatão dos Guararapes,PE,54360-179,BR,-34.96762,-8.13877
7ª Travessa Sucupira do Norte,Jaboatão dos Guararapes,PE,54410-377,BR,-34.92312,-8.1803
1ª Travessa Pôr do Sol,Jaboatão dos Guararapes,PE,54430-561,BR,-34.93125,-8.19412
Rua das Flores,Jaboatão dos Guararapes,PE,54440-525,BR,-34.95491,-8.21834
Rua São Geraldo,Jaboatão dos Guararapes,PE,54460-556,BR,-34.93309,-8.21544
Rua Águas Finas,Jaboatão dos Guararapes,PE,54490-355,BR,-35.02046,-8.10662
Rua Doutor Inácio de Barros,Cabo de Santo Agostinho,PE,54505-440,BR,-35.03771,-8.28966
Rua José Carlos Duarte,Cabo de Santo Agostinho,PE,54510-103,BR,-35.0387,-8.28675
Rua Itapissuma,Cabo de Santo Agostinho,PE,54518-230,BR,-34.96891,-8.30932
Rua da Novena,Cabo de Santo Agostinho,PE,54589-025,BR,-35.02072,-8.28401
Travessa Santo Antônio,Cabo de Santo Agostinho,PE,54589-536,BR,-34.98369,-8.24302
Rua Caroline Borba de Lima,São Lourenço da Mata,PE,54705-412,BR,-35.01997,-7.9985
Rua Rosa e Silva,São Lourenço da Mata,PE,54720-060,BR,-35.03755,-8.00987
Rua Manoel Geremias de Albuquerque,João Pessoa,PB,58073-204,BR,-34.8464,-7.15873
Rua Rosalva Pereira de Barros,João Pessoa,PB,58074-188,BR,-34.86108,-7.1151
Rua Prefeito Luiz de Oliveira Lima,João Pessoa,PB,58075-416,BR,-34.85948,-7.12676
Rua Manoel Rufino da Silva,João Pessoa,PB,58076-005,BR,-34.87197,-7.17072
Rua Professora Maria dos Anjos,João Pessoa,PB,58076-149,BR,-34.87656,-7.17986
Rua José Gomes Sobrinho,João Pessoa,PB,58077-060,BR,-34.86043,-7.18375
Rua Francisco de Vasconcelos Leitão,João Pessoa,PB,58077-105,BR,-34.85444,-7.18686
Rua Central,João Pessoa,PB,58081-084,BR,-34.8988,-7.18381
Rua Irmã Maria Arcadie,João Pessoa,PB,58081-350,BR,-34.8975,-7.18073
Rua da Exportação,João Pessoa,PB,58083-140,BR,-34.91612,-7.17647
Rua Hercília de Oliveira Sampaio,João Pessoa,PB,58090-300,BR,-34.91432,-7.14172
,,,,BR,-51.75714,-13.64723
Rua Santa Luzia,Cabedelo,PB,58101-055,BR,-34.85248,-7.07181
Rua Sol Nascente,Cabedelo,PB,58103-743,BR,-34.84903,-7.03223
Rua Porto Cabedelo,Cabedelo,PB,58105-440,BR,-34.84506,-7.02527
Rua Jesus de Nazaré,Cabedelo,PB,58108-256,BR,-34.85665,-7.07001
Rua Carneiro,Santa Rita,PB,58300-750,BR,-34.95768,-7.13385
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
,,,,BR,-51.75714,-13.64723
Avenida Jornalista Assis Chateaubriand,Campina Grande,PB,58400-403,BR,-35.88782,-7.23329
Rua Manoel Leite Cavalcante,Campina Grande,PB,58401-000,BR,-35.89598,-7.19866
Rua Afonso Agra Filho,Campina Grande,PB,58406-135,BR,-35.87022,-7.21332
Rua Ana Moreira,Campina Grande,PB,58407-293,BR,-35.86735,-7.22403
,Sobral,CE,62113-000,BR,-40.66721,-3.83604
Rua Manoel Mourão,Uruoca,CE,62465-973,BR,-40.7944,-3.23216
,,,,BR,-51.75714,-13.64723
,Redenção,CE,62790-000,BR,-38.7446,-4.26023
Rua Francisco Girão,Ibicuitinga,CE,62958-974,BR,-38.63772,-4.98106
Rua João Marcelino,Juazeiro do Norte,CE,63013-040,BR,-39.30288,-7.20724
Rodovia Miguel Homem da Costa,Juazeiro do Norte,CE,63015-070,BR,-39.30756,-7.18018
Rua Monsieur Ribeiro Cruz,Juazeiro do Norte,CE,63020-341,BR,-39.30345,-7.20999
Rua Teófila Cavalcante,Juazeiro do Norte,CE,63022-080,BR,-39.33204,-7.22369
Rua Manoel Gomes da Silva,Juazeiro do Norte,CE,63036-120,BR,-39.28152,-7.23729
Rua Socorro Norões Mota,Juazeiro do Norte,CE,63040-810,BR,-39.33168,-7.22977
Rua Maria José de Souza Silva,Juazeiro do Norte,CE,63049-290,BR,-39.29506,-7.25303
Rua José Florêncio Vasconcelos,Juazeiro do Norte,CE,63050-130,BR,-39.33082,-7.21421
Avenida Nossa Senhora Aparecida,Juazeiro do Norte,CE,63051-170,BR,-39.31231,-7.23129
Rua Cícero Pinheiro,Crato,CE,63105-160,BR,-39.42266,-7.23921
Rua João Paulo II,Crato,CE,63110-060,BR,-39.41624,-7.23387
Rua Jorge Lucas,Crato,CE,63110-180,BR,-39.42816,-7.23842
Rua Fabiano de Sousa Matos,Crato,CE,63113-672,BR,-39.42038,-7.23277
Rua F,Crato,CE,63130-232,BR,-39.40561,-7.23089
Rua Luiza Távora,Crato,CE,63133-130,BR,-39.41053,-7.23143
,Assaré,CE,63140-000,BR,-39.84553,-6.87938
Rua Vinte e Sete de Novembro,Iguatu,CE,63502-405,BR,-39.29668,-6.36616
Rua T-7,Belém,PA,66625-325,BR,-48.44062,-1.35723
Rua São Francisco,Belém,PA,66625-484,BR,-48.41316,-1.10729
Rua Vinte e Oito,Belém,PA,66640-215,BR,-48.48466,-1.3996
Bloco I,Belém,PA,66640-444,BR,-48.45733,-1.41333
Rua E,Belém,PA,66640-559,BR,-48.45101,-1.4064
Passagem Santa Cecília,Belém,PA,66643-179,BR,-48.39686,-1.40398
Passagem São José,Belém,PA,66645-125,BR,-48.43405,-1.4045
Travessa H,Belém,PA,66645-645,BR,-48.43789,-1.37532
Alameda Três,Belém,PA,66650-150,BR,-48.44028,-1.3461
Alameda Amaral Malato,Belém,PA,66810-246,BR,-48.47135,-1.34167
Alameda Beira-Mar,Belém,PA,66810-259,BR,-48.48265,-1.29338
Vila Meira,Belém,PA,66810-633,BR,-48.49269,-1.44036
Travessa L-3,Belém,PA,66811-775,BR,-48.43762,-1.39705
Vila Verde,Belém,PA,66814-010,BR,-48.46884,-1.35462
Rua Iêda Chaves,Belém,PA,66815-146,BR,-48.46883,-1.40761
Rua Santo Afonso,Belém,PA,66816-440,BR,-48.48646,-1.42758
Rua Sansão,Belém,PA,66820-123,BR,-48.47682,-1.35252
Alameda Celina,Belém,PA,66820-184,BR,-48.45054,-1.3441
Rua Cravos,Belém,PA,66821-332,BR,-48.46067,-1.32026
Quadra P,Belém,PA,66821-369,BR,-48.43128,-1.32553
Vila Centro Comercial,Belém,PA,66823-215,BR,-48.50327,-1.45643
Passagem Pedra Viva,Belém,PA,66825-193,BR,-48.35298,-1.0668
Passagem Soledade,Ananindeua,PA,67010-070,BR,-48.42121,-1.40242
Rua Santana II,Ananindeua,PA,67010-315,BR,-48.42182,-1.40184
Quadra Cinco,Ananindeua,PA,67033-855,BR,-48.3937,-1.3942
Travessa E,Ananindeua,PA,67035-130,BR,-48.36107,-1.3515
Rua Oitava,Ananindeua,PA,67103-450,BR,-48.36556,-1.38409
Quadra Sete,Ananindeua,PA,67105-119,BR,-48.3665,-1.37489
Alameda Edna,Ananindeua,PA,67110-380,BR,-48.41035,-1.4027
Passagem Elcione Barbalho,Ananindeua,PA,67113-090,BR,-48.42746,-1.38355
Travessa E,Ananindeua,PA,67113-670,BR,-48.36107,-1.3515
Quadra Um,Ananindeua,PA,67120-861,BR,-48.41478,-1.34036
Quadra Oitenta e Dois,Ananindeua,PA,67145-014,BR,-48.36802,-1.35781
Quadra Cento e Dezessete,Ananindeua,PA,67145-181,BR,-48.36867,-1.35783
Quadra Um-D,Ananindeua,PA,67145-498,BR,-48.41478,-1.34036
Rua Santa Madalena,Ananindeua,PA,67145-550,BR,-48.39992,-1.34322
Alameda São Vicente,Ananindeua,PA,67145-810,BR,-48.3996,-1.39254
Quadra Três,Ananindeua,PA,67146-003,BR,-48.42635,-1.35955
Quadra Quatro,Ananindeua,PA,67146-004,BR,-48.39093,-1.35148
Quadra Cinco,Ananindeua,PA,67146-005,BR,-48.3937,-1.3942
Quadra Seis,Ananindeua,PA,67146-006,BR,-48.41173,-1.37738
Rua Augusto Montenegro,Santarém,PA,68005-370,BR,-54.71913,-2.42094
Rua Planalto,Santarém,PA,68015-010,BR,-54.70104,-2.43719
Avenida Senador Augusto Meira,Santarém,PA,68015-410,BR,-54.69621,-2.44007
Avenida Bugavile,Santarém,PA,68020-230,BR,-54.72216,-2.4363
Travessa Xingú,Santarém,PA,68020-815,BR,-54.71196,-2.44309
Travessa Cinco,Santarém,PA,68025-290,BR,-54.71836,-2.46661
Rua Curuá,Santarém,PA,68025-540,BR,-54.69837,-2.45741
Travessa Quinze de Março,Santarém,PA,68025-862,BR,-54.71247,-2.45445
Rua Quixadá,Santarém,PA,68030-250,BR,-54.72719,-2.44752
Rua das Carmélias,Santarém,PA,68035-730,BR,-54.74552,-2.45475
Avenida Tapajós,Santarém,PA,68040-445,BR,-54.72946,-2.41891
Rua das Carmélias,Santarém,PA,68047-085,BR,-54.75232,-2.4566
Travessa Segunda,Itaituba,PA,68181-390,BR,-56.01179,-4.25657
,Novo Progresso,PA,68193-000,BR,-55.41291,-7.05182
Avenida Bom Jesus,Altamira,PA,68377-078,BR,-52.20976,-3.18693
Rua Nove,Altamira,PA,68377-092,BR,-52.21519,-3.18715
Travessa Lauro Sodré,Mocajuba,PA,68420-970,BR,-49.5077,-2.58126
Rua Rondônia,Tucuruí,PA,68455-667,BR,-49.67792,-3.83061
Rua Praça França,Tucuruí,PA,68455-671,BR,-49.66742,-3.75677
Rua Quinze de Novembro,Tucuruí,PA,68456-070,BR,-49.66327,-3.7789
Travessa S-Um,Tucuruí,PA,68456-310,BR,-49.67528,-3.77524
Quadra Dois,Tucuruí,PA,68456-680,BR,-49.67543,-3.78804
Travessa São Francisco,Tucuruí,PA,68458-610,BR,-49.66457,-3.77456
Travessa São Jorge,Tucuruí,PA,68459-847,BR,-49.66455,-3.78402
Rua Sergipe,Marabá,PA,68503-140,BR,-49.11462,-5.36386
Rua E,Marabá,PA,68504-220,BR,-49.07841,-5.33544
Quadra Dezessete,Marabá,PA,68505-410,BR,-49.08658,-5.33939
Rua Caixa D'água,Marabá,PA,68513-605,BR,-49.07918,-5.30033
Rua Ubiratã,Marabá,PA,68513-620,BR,-49.07319,-5.30304
,,,,BR,-51.75714,-13.64723
Rua Um,Redenção,PA,68551-470,BR,-50.0229,-8.05962
Rua José Bráz de Carvalho,Redenção,PA,68552-843,BR,-50.04879,-8.01679
Rua Cruz e Souza,Xinguara,PA,68555-063,BR,-49.94153,-7.10178
Rodovia Amazonas,Xinguara,PA,68555-845,BR,-49.93737,-7.1052
Rua Marabas,Xinguara,PA,68556-060,BR,-49.95195,-7.09574
Rua Marechal Cordeiro de Farias,Xinguara,PA,68556-402,BR,-49.94495,-7.10102
Avenida Níquel,Xinguara,PA,68557-550,BR,-49.94577,-7.11259
,Bragança,PA,68600-000,BR,-46.76935,-1.06323
,Bragança,PA,68608-000,BR,-46.77002,-1.06061
Rua Adelaide Bernadete,Paragominas,PA,68627-454,BR,-47.37291,-2.99283
Rua Padre Malagrida,Paragominas,PA,68627-482,BR,-47.35689,-2.99898
Rua José Lima dos Salmos,Paragominas,PA,68630-731,BR,-47.3438,-2.99219
,Aurora do Pará,PA,68658-000,BR,-47.57224,-2.12554
Passagem Campo do Vasco,Capanema,PA,68703-352,BR,-47.18474,-1.18138
Residencial Coelho,Castanhal,PA,68742-194,BR,-47.93906,-1.27138
Rua Joaquim Pena,Macapá,AP,68903-083,BR,-51.07062,-0.00738
Rua E,Macapá,AP,68903-118,BR,-51.06742,0.00465
1ª Avenida da Universidade,Macapá,AP,68903-410,BR,-51.08788,-0.02883
Rua Saturno,Macapá,AP,68903-450,BR,-51.08454,0.00523
Travessa C,Macapá,AP,68903-886,BR,-51.06606,-0.00179
Rua Doutor Manoel Brasil,Macapá,AP,68904-345,BR,-51.09681,0.01131
Avenida Arthur Roque,Macapá,AP,68904-350,BR,-51.09575,0.00932
Rua Belgica,Macapá,AP,68906-177,BR,-51.15099,0.02411
Rua Ouro Preto,Macapá,AP,68908-049,BR,-51.0811,0.0708
Avenida General Osório,Macapá,AP,68908-127,BR,-51.05052,0.04758
Rua Vitória Régia,Macapá,AP,68908-511,BR,-51.05871,0.07565
Avenida dos Figos,Macapá,AP,68908-788,BR,-51.08987,0.08511
Rua Antonio Flexa da Costa,Macapá,AP,68908-815,BR,-51.09057,0.07063
Rua das Pupunhas,Macapá,AP,68908-897,BR,-51.07628,0.08014
Avenida Pedro Wanderley Fernandes,Macapá,AP,68909-011,BR,-51.04128,0.08652
Rua Antônio Marcos,Macapá,AP,68909-159,BR,-51.06965,0.09757
Rua Rio Guama,Macapá,AP,68911-140,BR,-51.11549,-0.04385
,Macapá,AP,68912-500,BR,-51.06458,0.0085
Rua Beira-mar,Santana,AP,68925-025,BR,-51.17786,-0.05719
Travessa Igarapé Anaeurapucu,Santana,AP,68926-385,BR,-51.17912,-0.0467
Rua Um,Vitória da Conquista,BA,45075-185,BR,-40.87905,-14.83774
Rua E,Vitória da Conquista,BA,45075-580,BR,-40.78179,-14.8358
Rua Gaivota,Vitória da Conquista,BA,45077-364,BR,-40.84687,-14.89955
Rua das Hortências,Vitória da Conquista,BA,45078-510,BR,-40.83686,-14.89181
Rua das Figueiras,Vitória da Conquista,BA,45078-538,BR,-40.8452,-14.9001
Rua Quinze,Vitória da Conquista,BA,45089-275,BR,-40.82627,-14.82288
Rua Professor Sá Nunes,Jequié,BA,45201-270,BR,-40.10121,-13.86095
Avenida Francisco Ribeiro Júnior,Itabuna,BA,45600-100,BR,-39.27146,-14.78724
Praça Laura Conceição,Itabuna,BA,45600-116,BR,-39.27719,-14.78895
Avenida Inácio Tosta Filho,Itabuna,BA,45600-150,BR,-39.2789,-14.79133
Praça Otávio Mangabeira,Itabuna,BA,45600-191,BR,-39.26677,-14.81374
Rua A,Itabuna,BA,45600-778,BR,-39.3001,-14.79785
Rua Horizonte,Itabuna,BA,45602-545,BR,-39.28321,-14.78028
Rua Leopoldo Freire,Itabuna,BA,45603-295,BR,-39.29455,-14.82254
Rua L,Itabuna,BA,45604-446,BR,-39.27767,-14.81832
2ª Travessa Bom Jesus,Itabuna,BA,45606-532,BR,-39.26812,-14.81108
Travessa Santo Antônio,Itabuna,BA,45607-120,BR,-39.27484,-14.80852
Rua F,Itabuna,BA,45608-582,BR,-39.28356,-14.82293
1ª Travessa L,Itabuna,BA,45611-108,BR,-39.30424,-14.8117
1ª Travessa Santa Rita,Itabuna,BA,45613-820,BR,-39.34631,-14.85145
Rua Dilton Raposo,Ilhéus,BA,45650-534,BR,-39.04756,-14.78782
,,,,BR,-51.75714,-13.64723
Rua Alípio Manoel dos Santos,Ilhéus,BA,45656-070,BR,-39.04756,-14.78782
Rua Ametista,São Lourenço da Mata,PE,54735-075,BR,-35.04089,-7.98401
Rua Doutor Joaquim Nabuco,São Lourenço da Mata,PE,54735-790,BR,-35.04155,-7.99596
Avenida Geruza Alves da Silva,São Lourenço da Mata,PE,54737-590,BR,-35.01997,-7.9985
Rua Area Verde Quatro,São Lourenço da Mata,PE,54745-060,BR,-35.03805,-8.01467
Rua Araripe Júnior,Camaragibe,PE,54753-055,BR,-34.99239,-8.01249
Rua Manaim,Camaragibe,PE,54753-126,BR,-35.01527,-7.95449
2ª Travessa Doutor Bezerra de Menezes,Camaragibe,PE,54753-182,BR,-34.96988,-8.01722
Rua Santa Amélia,Camaragibe,PE,54756-455,BR,-34.99985,-8.0186
Avenida Doutor Belmino Correia,Camaragibe,PE,54759-901,BR,-35.00433,-8.02055
Rua Graça Aranha,Camaragibe,PE,54774-010,BR,-34.99311,-7.99966
Rua Paul Harris,Camaragibe,PE,54774-125,BR,-34.97598,-8.01409
Rua Dom Basílio,Camaragibe,PE,54774-195,BR,-35.00634,-8.01857
Rua Paulo Bezerra,Camaragibe,PE,54774-700,BR,-35.01092,-7.9676
Rua Euclides da Rocha,Camaragibe,PE,54774-765,BR,-34.98985,-8.00634
Rua Dezessete,Camaragibe,PE,54777-168,BR,-34.99311,-7.99966
Rua José Francisco dos Santos,Camaragibe,PE,54783-290,BR,-34.97454,-7.99996
Rua Orleans,Camaragibe,PE,54783-450,BR,-34.99311,-7.99966
Rua Síria,Camaragibe,PE,54783-570,BR,-35.0218,-7.94772
Rua Olegário Maciel C. da Cunha,Camaragibe,PE,54786-490,BR,-35.00884,-7.96257
Rua Demóstenes de Olinda,Camaragibe,PE,54789-045,BR,-34.99165,-7.98381
Rua Antônio Satu,Caruaru,PE,55002-250,BR,-35.96426,-8.28177
Rua Curemas,Campina Grande,PB,58410-308,BR,-35.87868,-7.23206
Rua Edmundo Pereira de Farias,Campina Grande,PB,58410-813,BR,-35.87561,-7.24646
Rua Almirante Barroso,Campina Grande,PB,58416-170,BR,-35.91104,-7.24625
Rua Manoel Quirino,Campina Grande,PB,58416-215,BR,-35.8962,-7.23066
Rua João Nogueira de Arruda,Campina Grande,PB,58419-255,BR,-35.91433,-7.25038
